db_table,columns,dashboards
engage_data.events,"['account_id', 'cancellation_reason', 'cancelled_at', 'code', 'completed', 'created_at', 'demo', 'desired_volunteer_count', 'disable_assessment', 'end_time', 'estimated_expense_cents', 'for_kids', 'id', 'languages', 'manual_attendee_count', 'partner_contact_email', 'partner_contact_name', 'partner_contact_phone', 'partner_id', 'private', 'start_time', 'time_zone', 'topic_id', 'type', 'updated_at', 'venue_contact_email', 'venue_contact_name', 'venue_contact_phone', 'venue_id']",{'Engage Dashboard': 'https://tableau.everfiapps-dev.net/#/views/EngageDashboard_0/EngageDashboard'}
reporting_data.engagement_activities_program_level,[],{'Elective Learning Engagement': 'https://tableau.everfiapps-dev.net/#/views/ElectiveLearningActivitySummaryBeta/ElectiveLearningEngagement'}
reporting_data.engagement_activities_program_level,[],{'Elective Learning Engagement': 'https://tableau.everfiapps-dev.net/#/views/ElectiveLearningActivitySummaryBeta/ElectiveLearningEngagement'}
reporting_data.atwork_activity_elective_learning_report_data,[],"{'Activity Summary': 'https://tableau.everfiapps-dev.net/#/views/ActivitySummary/ActivitySummary', 'Activity Popularity': 'https://tableau.everfiapps-dev.net/#/views/ActivitySummary/ActivityPopularity'}"
reporting_data.atwork_activity_elective_learning_report_data,[],"{'Activity Summary': 'https://tableau.everfiapps-dev.net/#/views/ActivitySummary/ActivitySummary', 'Activity Popularity': 'https://tableau.everfiapps-dev.net/#/views/ActivitySummary/ActivityPopularity'}"
ods.dim_programs,"['active', 'city', 'parent_program_id', 'program_create_date', 'program_id', 'program_key', 'program_name', 'program_slug', 'program_type', 'program_update_date', 'sourcesystem_id', 'start_date', 'state']",{'@Work Module Activity': 'https://tableau.everfiapps-dev.net/#/views/SingleChartbyTopic/WorkModuleActivity'}
ods.dim_contents,"['content_configuration', 'content_create_date', 'content_curriculum_id', 'content_id', 'content_isactive', 'content_key', 'content_slug', 'content_title', 'content_type', 'content_update_date', 'content_uuid', 'follow_up_content_id', 'internal_name', 'is_cc', 'is_event_tracking', 'is_facstaff', 'is_financial_education', 'is_he', 'lob_rls_id', 'product_code', 'product_code_corporate_compliance', 'product_code_event_tracking', 'product_code_faculty_staff', 'product_code_financial_education', 'product_code_higher_education', 'product_code_k12', 'public_name', 'sourcesystem_id', 'subsourcesystem_name']",{'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot'}
ods.dim_contents,[],{'Winning Solution for POC': 'https://tableau.everfiapps-dev.net/#/views/DoDPOC/WinningSolutionforPOC'}
ods.dim_contents,[],{'Winning Solution for POC': 'https://tableau.everfiapps-dev.net/#/views/DoDPOC/WinningSolutionforPOC'}
rls_data.rls_org_lob_team_admin_user,[],{'Event Responses': 'https://tableau.everfiapps-dev.net/#/views/EventEvaluationDetails/EventResponses'}
reference_data.rls_elective_learning_team,[],{'Email Summary (Elective Learning)': 'https://tableau.everfiapps-dev.net/#/views/EmailActivityElectiveLearning/EmailSummaryElectiveLearning'}
ods.dim_organizations,"['admins_sign_in_count', 'last_admin_login_date', 'last_admin_login_name', 'organization_account_lead', 'organization_asset_size_000', 'organization_aum_tier', 'organization_benchmarks', 'organization_company_size', 'organization_contract_start_date', 'organization_create_date', 'organization_cs_tier_score', 'organization_delete_date', 'organization_financial_institution_type', 'organization_id', 'organization_industry', 'organization_institution_type', 'organization_isactive', 'organization_isdemo', 'organization_key', 'organization_legacy_import_id', 'organization_logo_url', 'organization_name', 'organization_salesforce_account_lead', 'organization_salesforce_id', 'organization_school_id', 'organization_slug', 'organization_uuid', 'sourcesystem_id', 'subsourcesystem_name']",{'@Work Module Activity': 'https://tableau.everfiapps-dev.net/#/views/SingleChartbyTopic/WorkModuleActivity'}
content_service_data.content_translations,[],{'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot'}
homeroom_data.implementation_periods,[],{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Staging/CEos'}
ods.dim_training_periods,[],{'Winning Solution for POC': 'https://tableau.everfiapps-dev.net/#/views/DoDPOC/WinningSolutionforPOC'}
ods.dim_training_periods,[],{'Winning Solution for POC': 'https://tableau.everfiapps-dev.net/#/views/DoDPOC/WinningSolutionforPOC'}
homeroom_data.enrollments,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
homeroom_data.enrollments,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
reporting_data.atwork_program_poll_response_activity_report_data,"['activity_date', 'answer_count', 'content_isactive', 'content_title', 'content_type', 'evaluation_type', 'organization_isdemo', 'organization_name', 'organization_uuid', 'poll_answer_text', 'poll_question_text', 'program_name', 'program_type', 'section_description', 'section_title', 'team_id', 'team_manager_name']","{'Response Analysis': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/ResponseAnalysis', 'Overview': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/Overview'}"
reporting_data.atwork_program_poll_response_activity_report_data,"['activity_date', 'answer_count', 'content_isactive', 'content_title', 'content_type', 'evaluation_type', 'organization_isdemo', 'organization_name', 'organization_uuid', 'poll_answer_text', 'poll_question_text', 'program_name', 'program_type', 'section_description', 'section_title', 'team_id', 'team_manager_name']","{'Response Analysis': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/ResponseAnalysis', 'Overview': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/Overview'}"
reporting_data.elective_learning_user_report,[],{'Course Progress': 'https://tableau.everfiapps-dev.net/#/views/UserReport_15844745168020/CourseProgress'}
homeroom_data.sponsors,[],{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Truist/CEos'}
reporting_data.atwork_personalized_learning_activity,[],"{'Planning Ahead': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/PlanningAhead', 'Emergency Expense': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/EmergencyExpense', 'Financial Goals': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialGoals', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/Dashboard', 'Financial Difficulty': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialDifficulty'}"
reporting_data.atwork_personalized_learning_activity,[],"{'Planning Ahead': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/PlanningAhead', 'Emergency Expense': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/EmergencyExpense', 'Financial Goals': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialGoals', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/Dashboard', 'Financial Difficulty': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialDifficulty'}"
reporting_data.atwork_personalized_learning_activity,[],"{'Planning Ahead': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/PlanningAhead', 'Emergency Expense': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/EmergencyExpense', 'Financial Goals': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialGoals', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/Dashboard', 'Financial Difficulty': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialDifficulty'}"
reporting_data.atwork_personalized_learning_activity,[],"{'Planning Ahead': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/PlanningAhead', 'Emergency Expense': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/EmergencyExpense', 'Financial Goals': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialGoals', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/Dashboard', 'Financial Difficulty': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialDifficulty'}"
reporting_data.atwork_personalized_learning_activity,[],"{'Planning Ahead': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/PlanningAhead', 'Emergency Expense': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/EmergencyExpense', 'Financial Goals': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialGoals', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/Dashboard', 'Financial Difficulty': 'https://tableau.everfiapps-dev.net/#/views/AtWorkPersonalizedLearning_15845622529650/FinancialDifficulty'}"
ods_static_data.dim_dates,"['date', 'date_key', 'day', 'day_of_week', 'first_of_month', 'month', 'month_name', 'quarter', 'week', 'weekday_name', 'year', 'year_of_week']",{'@Work Module Activity': 'https://tableau.everfiapps-dev.net/#/views/SingleChartbyTopic/WorkModuleActivity'}
content_service_data.user_assignments,[],{'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot'}
homeroom_data.action_plan_items,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
homeroom_data.action_plan_items,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
orders$,"['category', 'city', 'country', 'customer id', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product id', 'product name', 'profit', 'quantity', 'region', 'row id', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']",{'Sales Dashboard': 'https://tableau.everfiapps-dev.net/#/views/FilteringwithURLs/SalesDashboard'}
reporting_data.engage_attendee_evaluation_responses,[],{'Event Responses': 'https://tableau.everfiapps-dev.net/#/views/EventEvaluationDetails/EventResponses'}
orders$,"['category', 'city', 'country', 'customer id', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product id', 'product name', 'profit', 'quantity', 'region', 'row id', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']",{'URL Parameters (Passing a List)': 'https://tableau.everfiapps-dev.net/#/views/URLParametersPassingaList/URLParametersPassingaList'}
adminifi_data.users,[],"{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Staging/CEos', 'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot'}"
adminifi_data.users,[],"{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Staging/CEos', 'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot'}"
sheet1$,"['course', 'date', 'training period', 'value']",{'Dashboard to Test Download Page Changes': 'https://tableau.everfiapps-dev.net/#/views/DownloadsDynamicParameters/DashboardtoTestDownloadPageChanges'}
reporting_data.sponsored_learning_enrollment_activities,[],{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Staging/CEos'}
evalufi_data.sections,[],{'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/SurveyRepeater-LocalTest/Dashboard'}
reporting_data.progress_activities,[],"{'All Assignments': 'https://tableau.everfiapps-dev.net/#/views/ActionableDashboard/AllAssignments', 'All Courses': 'https://tableau.everfiapps-dev.net/#/views/ActionableDashboard/AllCourses'}"
reporting_data.progress_activities,[],"{'All Assignments': 'https://tableau.everfiapps-dev.net/#/views/ActionableDashboard/AllAssignments', 'All Courses': 'https://tableau.everfiapps-dev.net/#/views/ActionableDashboard/AllCourses'}"
adminifi_data.organizations,[],"{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Staging/CEos', 'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot', 'DownloadAnalytics': 'https://tableau.everfiapps-dev.net/#/views/DownloadAnalytics/DownloadAnalytics'}"
adminifi_data.organizations,[],"{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Staging/CEos', 'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot', 'DownloadAnalytics': 'https://tableau.everfiapps-dev.net/#/views/DownloadAnalytics/DownloadAnalytics'}"
adminifi_data.organizations,[],"{'CEos': 'https://tableau.everfiapps-dev.net/#/views/CEos-Staging/CEos', 'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot', 'DownloadAnalytics': 'https://tableau.everfiapps-dev.net/#/views/DownloadAnalytics/DownloadAnalytics'}"
reporting_data.elective_learning_knowledge_gain_report_data,"['content_group_avg_post_assessment_score', 'content_group_avg_pre_assessment_score', 'content_group_name', 'date', 'knowledge_gain', 'organization_name', 'organization_uuid', 'partner', 'post_evaluations_completed', 'pre_evaluations_completed', 'program_name', 'team_manager_name', 'team_manager_uuid', 'team_uuid', 'total_post_assessment_grade', 'total_pre_assessment_grade']",{'Knowledge Gain': 'https://tableau.everfiapps-dev.net/#/views/KnowledgeGainDashboard/KnowledgeGain'}
homeroom_data.action_plan_topics,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
homeroom_data.action_plan_topics,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
homeroom_data.sponsors,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
homeroom_data.sponsors,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
homeroom_data.sponsors,[],{'Action Plan Dashboard': 'https://tableau.everfiapps-dev.net/#/views/ActionPlanDashboardOrgId/ActionPlanDashboard'}
orders$,"['category', 'city', 'country/region', 'customer id', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product id', 'product name', 'profit', 'quantity', 'region', 'row id', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']",{'DashboardStyle': 'https://tableau.everfiapps-dev.net/#/views/EVERFI_StyleGuideTemplate_16212865095540/DashboardStyle'}
rls_data.rls_org_lob_admin,[],"{'Survey Data': 'https://tableau.everfiapps-dev.net/#/views/SurveyResultsbyQuestionTwoTableaRLS/SurveyData', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/SurveyRepeater/Dashboard'}"
rls_data.rls_org_lob_admin,[],"{'Survey Data': 'https://tableau.everfiapps-dev.net/#/views/SurveyResultsbyQuestionTwoTableaRLS/SurveyData', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/SurveyRepeater/Dashboard'}"
rls_data.rls_org_lob_admin,[],"{'Survey Data': 'https://tableau.everfiapps-dev.net/#/views/SurveyResultsbyQuestionTwoTableaRLS/SurveyData', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/SurveyRepeater/Dashboard'}"
rls_data.rls_org_lob_admin,[],"{'Survey Data': 'https://tableau.everfiapps-dev.net/#/views/SurveyResultsbyQuestionTwoTableaRLS/SurveyData', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/SurveyRepeater/Dashboard'}"
rls_data.rls_org_lob_admin,[],"{'Survey Data': 'https://tableau.everfiapps-dev.net/#/views/SurveyResultsbyQuestionTwoTableaRLS/SurveyData', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/SurveyRepeater/Dashboard'}"
rls_data.rls_org_lob_admin,[],"{'Survey Data': 'https://tableau.everfiapps-dev.net/#/views/SurveyResultsbyQuestionTwoTableaRLS/SurveyData', 'Dashboard': 'https://tableau.everfiapps-dev.net/#/views/SurveyRepeater/Dashboard'}"
ods.dim_organizations,"['organization_account_lead', 'organization_asset_size_000', 'organization_aum_tier', 'organization_benchmarks', 'organization_company_size', 'organization_contract_start_date', 'organization_create_date', 'organization_cs_tier_score', 'organization_delete_date', 'organization_financial_institution_type', 'organization_id', 'organization_industry', 'organization_institution_type', 'organization_isactive', 'organization_isdemo', 'organization_key', 'organization_logo_url', 'organization_name', 'organization_salesforce_account_lead', 'organization_salesforce_id', 'organization_school_id', 'organization_slug', 'organization_uuid', 'sourcesystem_id', 'subsourcesystem_name']",{'visits': 'https://tableau.everfiapps-dev.net/#/views/SiteTrafficDistributionstabpy/visits'}
extract.extract,"['category', 'city', 'country', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product name', 'profit', 'quantity', 'region', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']","{'Customers': 'https://tableau.everfiapps-dev.net/#/views/', 'Product': 'https://tableau.everfiapps-dev.net/#/views/', 'Order Details': 'https://tableau.everfiapps-dev.net/#/views/', 'Shipping': 'https://tableau.everfiapps-dev.net/#/views/', 'Dashboard 8': 'https://tableau.everfiapps-dev.net/#/views/Superstore/Dashboard8'}"
extract.extract,"['category', 'city', 'country', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product name', 'profit', 'quantity', 'region', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']","{'Customers': 'https://tableau.everfiapps-dev.net/#/views/', 'Product': 'https://tableau.everfiapps-dev.net/#/views/', 'Order Details': 'https://tableau.everfiapps-dev.net/#/views/', 'Shipping': 'https://tableau.everfiapps-dev.net/#/views/', 'Dashboard 8': 'https://tableau.everfiapps-dev.net/#/views/Superstore/Dashboard8'}"
extract.extract,"['category', 'city', 'country', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product name', 'profit', 'quantity', 'region', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']","{'Customers': 'https://tableau.everfiapps-dev.net/#/views/', 'Product': 'https://tableau.everfiapps-dev.net/#/views/', 'Order Details': 'https://tableau.everfiapps-dev.net/#/views/', 'Shipping': 'https://tableau.everfiapps-dev.net/#/views/', 'Dashboard 8': 'https://tableau.everfiapps-dev.net/#/views/Superstore/Dashboard8'}"
extract.extract,"['category', 'city', 'country', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product name', 'profit', 'quantity', 'region', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']","{'Customers': 'https://tableau.everfiapps-dev.net/#/views/', 'Product': 'https://tableau.everfiapps-dev.net/#/views/', 'Order Details': 'https://tableau.everfiapps-dev.net/#/views/', 'Shipping': 'https://tableau.everfiapps-dev.net/#/views/', 'Dashboard 8': 'https://tableau.everfiapps-dev.net/#/views/Superstore/Dashboard8'}"
extract.extract,"['category', 'city', 'country', 'customer name', 'discount', 'order date', 'order id', 'postal code', 'product name', 'profit', 'quantity', 'region', 'sales', 'segment', 'ship date', 'ship mode', 'state', 'sub-category']","{'Customers': 'https://tableau.everfiapps-dev.net/#/views/', 'Product': 'https://tableau.everfiapps-dev.net/#/views/', 'Order Details': 'https://tableau.everfiapps-dev.net/#/views/', 'Shipping': 'https://tableau.everfiapps-dev.net/#/views/', 'Dashboard 8': 'https://tableau.everfiapps-dev.net/#/views/Superstore/Dashboard8'}"
ods.dim_organizations,"['admins_sign_in_count', 'api_configured_date', 'earliest_admin_last_login', 'first_assignment_created_date', 'first_assignment_due_date', 'first_batch_user_uploaded_date', 'first_category_label_created_date', 'first_customizations_created_date', 'first_notification_sent_date', 'first_policy_created_date', 'first_saml_config', 'first_users', 'homeroom_account_manager_id', 'homeroom_sponsor_id', 'last_admin_login_date', 'last_admin_login_name', 'organization_account_lead', 'organization_asset_size_000', 'organization_aum_tier', 'organization_benchmarks', 'organization_capabilities_list', 'organization_capability_alternative_login', 'organization_capability_at_work', 'organization_capability_cc', 'organization_capability_cra_education', 'organization_capability_cra_tracking', 'organization_capability_datafi_export', 'organization_capability_embed_content', 'organization_capability_event_management', 'organization_capability_faculty_staff', 'organization_capability_file_downloads', 'organization_capability_he', 'organization_capability_learning_invitation', 'organization_capability_legacy_assignments', 'organization_capability_public_api_access', 'organization_capability_saml_sso', 'organization_capability_scorm_sso', 'organization_capability_team_management', 'organization_capability_webhook_access', 'organization_categories_count', 'organization_company_size', 'organization_contract_start_date', 'organization_create_date', 'organization_cs_tier_score', 'organization_delete_date', 'organization_financial_institution_type', 'organization_id', 'organization_industry', 'organization_institution_type', 'organization_isactive', 'organization_isdemo', 'organization_key', 'organization_labels_count', 'organization_legacy_import_id', 'organization_logo_url', 'organization_multi_country', 'organization_multi_state', 'organization_name', 'organization_salesforce_account_lead', 'organization_salesforce_id', 'organization_salesforce_subvertical', 'organization_school_id', 'organization_short_id', 'organization_slug', 'organization_users_count', 'organization_uuid', 'sourcesystem_id', 'subsourcesystem_name']","{'Knowledge Gain': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/KnowledgeGain', 'Overview': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/Overview'}"
ods.dim_organizations,"['admins_sign_in_count', 'api_configured_date', 'earliest_admin_last_login', 'first_assignment_created_date', 'first_assignment_due_date', 'first_batch_user_uploaded_date', 'first_category_label_created_date', 'first_customizations_created_date', 'first_notification_sent_date', 'first_policy_created_date', 'first_saml_config', 'first_users', 'homeroom_account_manager_id', 'homeroom_sponsor_id', 'last_admin_login_date', 'last_admin_login_name', 'organization_account_lead', 'organization_asset_size_000', 'organization_aum_tier', 'organization_benchmarks', 'organization_capabilities_list', 'organization_capability_alternative_login', 'organization_capability_at_work', 'organization_capability_cc', 'organization_capability_cra_education', 'organization_capability_cra_tracking', 'organization_capability_datafi_export', 'organization_capability_embed_content', 'organization_capability_event_management', 'organization_capability_faculty_staff', 'organization_capability_file_downloads', 'organization_capability_he', 'organization_capability_learning_invitation', 'organization_capability_legacy_assignments', 'organization_capability_public_api_access', 'organization_capability_saml_sso', 'organization_capability_scorm_sso', 'organization_capability_team_management', 'organization_capability_webhook_access', 'organization_categories_count', 'organization_company_size', 'organization_contract_start_date', 'organization_create_date', 'organization_cs_tier_score', 'organization_delete_date', 'organization_financial_institution_type', 'organization_id', 'organization_industry', 'organization_institution_type', 'organization_isactive', 'organization_isdemo', 'organization_key', 'organization_labels_count', 'organization_legacy_import_id', 'organization_logo_url', 'organization_multi_country', 'organization_multi_state', 'organization_name', 'organization_salesforce_account_lead', 'organization_salesforce_id', 'organization_salesforce_subvertical', 'organization_school_id', 'organization_short_id', 'organization_slug', 'organization_users_count', 'organization_uuid', 'sourcesystem_id', 'subsourcesystem_name']","{'Knowledge Gain': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/KnowledgeGain', 'Overview': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/Overview'}"
content_service_data.assignments_contents,[],{'Activity Snapshot': 'https://tableau.everfiapps-dev.net/#/views/ActivitySnapshot_0/ActivitySnapshot'}
ods_static_data.dim_dates,[],{'Winning Solution for POC': 'https://tableau.everfiapps-dev.net/#/views/DoDPOC/WinningSolutionforPOC'}
ods_static_data.dim_dates,[],{'Winning Solution for POC': 'https://tableau.everfiapps-dev.net/#/views/DoDPOC/WinningSolutionforPOC'}
reporting_data.ses_report_data,[],{'Student Engagement': 'https://tableau.everfiapps-dev.net/#/views/StudentEngagementDashboard/StudentEngagement'}
ods.dim_programs,"['active', 'audience_id', 'audience_name', 'city', 'parent_program_id', 'program_create_date', 'program_delete_date', 'program_end_at', 'program_id', 'program_key', 'program_launch_at', 'program_name', 'program_slug', 'program_type', 'program_update_date', 'promotional_strategy_id', 'promotional_strategy_name', 'sourcesystem_id', 'start_date', 'state']",{'Knowledge Gain': 'https://tableau.everfiapps-dev.net/#/views/LearnerResponseAnalysisKnowledgeGain/KnowledgeGain'}
